'Ref_name','codes','Did','years','last_n','first_n','dob','dod'
D.Potter,WD,DPo,@1960-1986,Potter,Dennis,1935,1994
S.Potter,D,SPt,@1993,Potter,Sally,,
Pottier,D,RPo,@1950,Pottier,Richard,19xx,
D.Powell,ADP,DkP,@1953-1958,Powell,Dick,1904,1963
M.Powell,DPW,MP,@1937-1979,Powell,Michael,1905,1990
Pradal,WD,MnP,@1998,Pradal,Manuel,,
Prasad,D,UPr,@1995,Prasad,Udayan,,199x
Preminger,D,OP,@1932-1979,Preminger,Otto,1906,
Pressburger,PW,,1948,Pressburger,Emeric,,
E.Pressman,P,,@1973-1985,Pressman,Edward R.,,
Pressman,D,MPr,@1977-1983,Pressman,Michael,1950,
Preuss,PD,RPr,@1990,Preuss,Reuben,19xx,
Jaques Prevert,WA,,1937-19562,Prévert,Jaques,1906,1977
Prevert,D,PPr,@1932,Prévert,Pierre,1906,
Previn,D,SPv,@1963,Previn,Steve,,
B.Price,D,BPr,@1997,Price,Bernard,,199x
D.Price,D,DPr,@1993,Price,David,19xx,
W.Price,D,WPr,@1957,Price,Will,19xx,
Primus,D,ByP,@1992,Primus,Barry,,
Prince,MDW,Pri,@1984-1990,bnd,fn,1958,
H.Prince,D,HPr,@1970-1977,Prince,Harold,,
Priyadarshan,D,xPr,@1998,Priyadarshan,xfn,,
Proft,WD,PtP,@1998,Proft,Pat,,
Prokofiev,M,,1937-1944,Prokofiev,Sergei,,
Proyas,D,APr,@1994,Proyas,Alex,19xx,
Puccini,M,,1932,Puccini,Giacomo,19xx,
Pudovkin,DA,VsP,@1926-1941,Pudovkin,Vsevolod,1893,1953
Puenzo,D,LPu,@1989,Puenzo,Luis,,
Puttnam,P,,1978-1990,Puttnam,David,1942,
Pytka,D,JPy,@1995,Pytka,Joe,,199x
Pyun,D,APy,@1982-1996,Pyun,Albert,,
Quay,D,xQu,@1995,Quay,fn1,19xx,199x
Quested,D,IQd,@1980,Quested,John,,
Quimby,DP,Frq,@1952,Quimby,Fred,19xx,
Quine,AD,RiQ,@1951-1979,Quine,Richard,1920,1989
Quinn,AD,AnQ,@1958,Quinn,Anthony,1915,
Quintano,D,GeQ,@1992,Quintano,Gene,19xx,
Quintero,D,JoQ,@1961,Quintero,José,,
Rademakers,D,FRa,@1980,Rademakers,Fons,,
Radford,D,MiR,@1984,Radford,Michael,,
Radler,D,RRa,@1989,Radler,Robert,,
Rafelson,DW,BRf,@1970-1997,Rafelson,Bob,1934,
Rafkin,D,ARa,@1967,Rafkin,Alan,,
Ragona,D,UbR,@1964,Ragona,Ubaldo,19xx,
Raimi,DA,SRi,@1977-1990,Raimi,Sam,1960,
Rainer,D,YRa,@1974,Rainer,Yvonne,19xx,
Ramis,AWD,HaR,@1980-1993,Ramis,Harold,,
Ramsay,WD,LyR,@1999,Ramsay,Lynn,19xx,19yy
Randel,D,CRd,@1992,Randel,Christopher,19xx,
Ranga,D,DRa,@1997,Ranga,Donna,,199x
Ransick,DW,WhR,@1993,Ransick,Whitney,19xx,
Ransohoff,WP,,1962-93,Ransohoff,Martin,1927,
Rappaport,WD,MRa,@1996,Rappaport,Mark,,
Rappeneau,D,JPR,@1977-1991,Rappeneau,Jean-Paul,,
Rapper,D,IrR,@1941-1978,Rapper,Irving,1898,
Rash,D,SRa,@1981,Rash,Steven,,
Ratner,D,BRa,@1997-1999,Ratner,Brett,,199x
Ratoff,AD,GrR,@1937-1957,Ratoff,Gregory,1897,1960
Ravel,D,GRv,@1928,Ravel,Gaston,19xx,
Irving Ravetch,,,1958,Ravetch,Irving,,
Ravett,D,ARv,@1989,Ravett,Abraham,,
Rawlins,D,IRa,@1946-1947,Rawlins,John,,
F.O.Ray,D,FOR,@1980-1990,Ray,Fred Olen,,
Man Ray,D,MnR,@1923,Radnitsky,Emmanuel,1890,1976
N.Ray,WDA,NR,@1947-1976,Kienzle,Raymond Nicholas,1911,1979
S.Ray,D,SR,@1954-1977,Ray,Satyajit,1921,1992
Raymond,PD,JRa,@1934-1952,Caines,John (Jack),1892,1953
S.Raymond,D,SRd,@1973,Raymond,Susan,19xx,
Redford,AD,RR,@1980-1998,Redford,"Charles Robert, jr.",1937,
C.Reed,D,CR,@1934-1972,Reed,Sir Carol,1906,1976
L.Reed,WD,LuR,@1929-1930,Reed,Luther,,
T.Reed,D,ThR,@1939,Reed,Theodore,,
Rees,D,JeR,@1991,Rees,Jerry,,
Reeves,D,MRv,@1965-1968,Reeves,Michael,1944,1969
Regan,D,RRe,@1990,Regan,Rob,,
Reggio,DW,GoR,@1983-1988,Reggio,Godfrey,,
Reichert,D,MRc,@1980,Reichert,Mark,,
C.Reiner,AWD,CaR,@1959-1989,Reiner,Carl,1922,
Reid,D,IRd,@1979-1994,Reid,John,,199x
R.Reiner,D,RbR,@1983,Reiner,Robert,,
Reinert,D,ARt,@1990,Reinert,Al,,
G.Reinhardt,WPD,GxR,@1961-1964,Reinhardt,Gottfried,1913,1994
M.Reinhardt,D,MxR,@1935,Reinhardt,Max,,
Reinl,D,HrR,@1961-1962,Reinl,Harald,19xx,
Reis,DP,IgR,@1940-1952,Reis,Irving,1906,1953
Reisch,D,WRh,@1945,Reisch,Walter,,
A.Reisner,D,AlR,@1958-1972,Reisner,Allen,,
Ch.Reisner,D,ChR,@1925-1950,Reisner,Charles,1887,1962
Reitherman,D,WRe,@1961-1986,Reitherman,Wolfgang (Woolie),,
Reitz,Dw,ERz,@1974-1984,Reitz,Edgar,,
Reisz,DP,KRz,@1958-1981,Reisz,Karel,1926,
Reitman,D,IvR,@1971-1990,Reitman,Ivan,,
Relph,VPD,MRe,@1957-1957,Relph,Michael,1915,
Rene,D,NRe,@1990,René,Norman,,
C.Renoir,C,,1934-1977,Renoir,Claude,1914,
J.Renoir,D,JR1,@1924-1969,Renoir,Jean,1894,1979
Renzi,PA,id,@1997,Renzi,Maggie,,199x
Resnais,D,AR,@1959-1976,Resnais,Alain,,
Revier,D,HRv,@1935,Revier,Harry,,
B.Reynolds,AD,BuR,@1976-1981,Reynolds,Burt,,
G.Reynolds,D,GeR,@1960,Reynolds,Gene,,
K.Reynolds,AD,KeR,@1991,Reynolds,Kevin,,
D.Rich,D,DLR,@1958-1983,Rich,David Lowell,1923,
M.Rich,DA,MtR,@1991,Rich,Matty,1972,
Richards,D,DRi,@1975-1983,Richards,Dick,,
P.Richardson,AWD,PRs,@1991,Richardson,Peter,,
T.Richardson,DP,TRs,@1959-1990,Richardson,Tony,1927,
Richebe,D,xRi,@1941,Richebe,gn,,
Richert,WD,WRi,@1979,Richert,William,,
Richet,D,JRi,@1992,Richet,Jean-Francois,,
Richter,D,HRi,@1946,Richter,Hans,,
Rickman,AWD,ARm,@1997,Rickman,Alan,19xx,199x
Riefenstahl,AD,LeR,@1932-1945,Riefenstahl,Leni,1902,
Rifkin,WD,ARk,@1994,Rifkin,Adam,19xx,
Riggs,D,MRg,@1993,Riggs,Marlon,1957,1994
Righelli,D,GRi,@1920-1946,Righelli,Gennaro,,
Rilla,DW,WoR,@1953-1973,Rilla,Wolf,1920,
Rim,D,CrR,@1951,Rim,Carlos,,
Ringel,D,DeR,@1992,Deborah,Ringel,19xx,
Ripley,D,AtR,@1958,Ripley,Arthur,,
Ripploh,D,FRi,@1981,Ripploh,Frank,,
Ripstein,D,ARi,@1985,Ripstein,Arturo,,
Risi,D,DnR,@1982,Risi,Dino,,
Risyaf,D,MRi,@1987,Risyaf,M.T.,,
Ritchie,WD,GRt,@1999,Ritchie,Guy,1968,
M.Ritchie,DP,MRt,@1967-1992,Ritchie,Michael,1919,
Ritt,DA,MR,@1956-1983,Ritter,Martin,1919,1990
Rivette,D,JqR,@1956-1991,Rivette,Jacques,1928,
Roach,APD,HRo,@1933-1941,Roach,Hal,1892,1992
Rob,D,MkR,@1987,Rob,Mike,,
RobbeGrillet,WD,ARG,@1962-1966,Robbe-Grillet,Alain,1922,
RobertsonPearce,D,PRP,@1990,Robertson-Pearce,Pamela,19xx,
A.Robbins,D,ARb,@1987,Robbins,Arthur,,
H.Robbins,B,,,Robbins,Robbins,1916,1997
M.Robbins,D,MRb,@1979,Robbins,Matthew,,
T.Robbins,AWD,TRb,@1992-1996,Robbins,Tim,,
Robert,D,GvR,@1988,Robert,Genevieve,,
Y.Robert,D,YvR,@1954-1982,Robert,Yves,,
A.Roberts,D,ARo,@1982,Roberts,Alan,,
J.Roberts,D,IRo,@1998,Roberts,John,,
S.Roberts,D,StR,@1932-1936,Roberts,Stephen,1895,1936
Robertson,D,ISR,@1917-1935,Robertson,John S.,1878,1964
A.Robinson,D,ArR,@1929,Robinson,Arthur,,
B.Robinson,DW,BRo,@1989-1992,Robinson,Bruce,,
J.Robinson,D,IMR,@1990,Robinson,John Mark,,
C.Robinson,WP,,1933-195990,Robinson,Casey,1903,1979
P.A.Robinson,WD,PAR,@1989-1192,Robinson,Phil Alden,,
Robson,DP,MRs,@1943-1979,Robson,Mark,1913,1978
Rockwell,D,ARw,@1993,Rockwell,Alexandre,19xx,
Rocco,D,MRo,@1994,Rocco,Marc,19xx,
Rocha,D,GlR,@1962,Rocha,Glauber,,
A.Rodchenko,V,,1921-1930,Rodchenko,Alexander,1891,1956
Roddam,D,FRo,@1981-1999,Roddam,"Frank, Franc",,
G.Roddenberry,W,,1979-1989,Roddenberry,Gene,1921,1991
Rodolfo,D,ElR,@1913,Rodolfo,Eleuterio,19xx,
Rodriguez,D,RRz,@1993,Rodriguez,Robert,1968,
Roe,D,DvR,@1992,Roe,David,,
Roebling,P,,1972,Roebling,Paul,,
Roeg,CD,NiR,@1972-1983,Roeg,Nicolas,1928,
Roemer,D,MRr,@1969,Roemer,Michael,,
Rogell,CDP,ASR,@1926-1958,Rogell,Albert S.,1901,
Rogers,D,McR,@1929-1960,Rogers,Mclean,1899,1962
Rogoschkin,D,AxR,@1989,Rogoschkin,Aleksandr,,
Rogosin,D,LRg,@1994,Rogosin,Lionel,19xx,
Rohmer,D,ERr,@1959-1994,Scherer,Jean Maurice (Eric),1920,
Roley,D,SuR,@1968-1974,Roley,Sutton,,
Rollin,D,JRl,@1968-1972,Rollins,Jean,,
Rollins,P,,1969-1983,Rollins,Jack,,
Romero,WD,GRo,@1968-1993,Romero,George A.,1939,
Romm,D,MhR,@1934-1964,Romm,Mikhail,1901,1971
Roodt,D,DJR,@1992-1997,Roodt,Darrel James,,
Rooks,BWD,PmR,@1992,Rooks,Pamela,19xx,
Roos,WD,DRo,@1998,Roos,Don,,
Roosevelt,D,ARs,@1932,Roosevelt,André,19xx,
B.Rose,D,BeR,@1992-1995,Rose,Bernard,,
M.Rose,D,MyR,@1981,Rose,Mickey,,
Rosen,D,PRo,@1921-1949,Rosen,Phil,1888,1951
Rosenfeld,D,KvR,@1990,Rosenfeld,Keva,19xx,
P.Rosenberg,D,PRb,@1983,Rosenberg,Philip,,
S.Rosenberg,DP,SRo,@1959-1980,Rosenberg,Stuart,1925,
Rosenbloom,DP,NRo,@1980,Rosenbloom,Nina,19xx,
Rick Rosenthal,D,RiR,@1981,Rosenthal,Rick,,
Rob.Rosenthal,D,RJR,@1982,Rosenthal,Robert J.,,
Rosman,D,MRm,@1982-1997,Rosman,Mark,,
B.Ross,D,BnR,@1996,Ross,Benjamin,,
C.Ross,P,,,Ross,Courtney,,
F.Ross,BP,,1943-1955,Ross,Frank,,
G.Ross,WD,GyR,@1998,Ross,Gary,,
H.Ross,GDC,HbR,@1969-1995,Ross,Herbert,1927,
Steve Ross,P,,1943-1955,Ross,Steven J.,1927,1992
Rossellini,WD,RRo,@1945-1966,Rossellini,Roberto,1906,1977
Rossen,WPD,RoR,@1947-1964,Rossen,Robert,1908,1966
Rosi,D,FrR,@1957-1984,Rosi,Francesco,1922,
Rosza,M,,1946-1982,Rózsa,Miklós,,
Roth,DP,JoR,@1986,Roth,Joe,19xx,
Rothemund,D,MRh,@1998,Rothemund,Marc,,
Rothman,D,SRm,@1966-1971,Rothman,Stephanie,,
Rouch,D,JRo,@1961,Rouche,Jean,19xx,
Rouan,AD,BrR,@1991,Roüan,Brigitte,,
Rouquier,D,GRq,@1946,Rouquier,Georges,,
Rowland,D,RRw,@1939-1968,Rowland,Roy,1910,
Rozema,DP,PRz,@1987,Rozema,Patricia,,
Rozenberg,D,DRz,@1993,Rozenberg,David,19xx,
Rozsa,M,,,Rózsa,Miklós,,
A.Ruben,P,,@1992,Ruben,Andy,,
J.W.Ruben,DPW,JWR,@1931-1938,Ruben,J.Walter,1899,1942
J.Ruben,D,JRu,@1984-1993,Ruben,Joseph,1950,
K.S.Ruben,D,KSR,@1988,Ruben,Kat Shea,,
Rubin,D,BJR,@1993,Rubin,Bruce Joel,19xx,
Paul Rudnick,W,,1993,Rudnick,Paul,1962,
Rudolph,D,ARu,@1976-1989,Rudolph,Alan,,
Ruggiero,D,TRu,@1929,Ruggiero,Telemaco,19xx,
Ruggles,ADP,WR,@1917-1946,Ruggles,Wesley,1889,1972
Ruiz,D,RaR,@1996,Ruiz,Raul,,199x
Rush,D,RRu,@1960-1980,Rush,Richard,,
Russcol,D,YRu,@1997,Russcol,Yael,,
C.Russell,D,CRu,@1994,Russell,Charles,,
D.O.Russell,DW,DRu,@1994,Russell,David O.,1959,
K.Russell,DW,KRu,@1964-1989,Russell,Ken,1927,
Ruttmann,D,WRU,@1927,Ruttmann,Walter,,
Ruzicka,D,JaR,@1991,Ruzicka,Jan,19xx,
Ruzowitzky,D,SRu,@1998,Ruzowitzky,Stefan,,
Ryazanov,D,ARy,@1957-1989,Ryazanov,Eldar,1928,
Rydell,DPA,MRy,@1968-1981,Rydell,Mark,1934,
Sachs,WD,WSa,@1977-1980,Sachs,William,19xx,
Sackheim,D,DSa,@1995,Sackheim,Daniel,19xx,199x
Saderman,D,AoS,@1993,Saderman,Alejandro,19xx,199x
Sagal,D,BoS,@1958-1971,Sagal,Boris,,1982
Sakellarios,D,ASk,@1955,Sakellarios,Alekos,19xx,
Saks,DS,GSs,@1967-1978,Saks,Gene,1921,
Sale,WD,RrS,@1951-1955,Sale,Richard,19xx,
Salkow,D,SSa,@1965,Salkow,Sidney,,
Salomon,CD,MkS,@1993,Salomon,Mikael,,
W.Salt,W,,1969-1978,Salt,Waldo,,
Saltzman,P,,1948-1980,Saltzman,Harry,1915,1994
Salter,BWD,JSt,@1968,Salter,James,,199x
Salva,D,VSa,@1987-1996,Salva,Victor,,
Salvatores,D,GSa,@1992,Salvatores,Gabriele,,
Samanta,D,ASt,@1998,Samanta,Ashim S.,,
Samples,WD,KSa,@1997,Samples,Keith,19xx,199x
Sancher,WD,HpS,@1998,Sancher,Hampton,,
Sander,WD,HSa,@1992,Sander,Helke,19xx,
SandersBrahms,WD,HSB,@1985,Sanders-Brahms,Helma,19xx,
Sandgren,D,AkS,@1994,Sandgren,Ake,19xx,
Sandrich,D,MSa,@1930-1944,Sandrich,Mark,1900,1945
J.Sandrich,D,JSd,@1980,Sandrich,Jay,,
Sanjines,D,JSa,@1969,Sanjines,J,,
Santell,WADP,ASa,@1915-1946,Santell,Al,1895,1981
Santiago,D,CiS,@1990,Santiago,Cirio,,
Santino,D,JcS,@1983,Santino,Jack,,
Santley,ADW,JS,@1929-1950,Mansfield,Joseph,1889,1971
dosSantos,D,NPS,@1955-1971,dos Santos,Nelson Pereira,,
Sarafian,D,RSa,@1973-1970,Sarafian,Richard C.,,
Sargent,D,JSg,@1966-1980,Sargent,Joseph,,
Sarne,AD,MiS,@1966-1969,Sarne,Michael,1939,
Sanford,D,ASf,@1996,Sanford,Arlene,,
Sasdy,D,PeS,@1970-1983,Sasdy,Peter,,
Saunders,W,,1927-1935,Saunders,John Monk,1895,1940
Saura,D,CSr,@1977-1989,Saura,Carlos,,
Saurel,D,JqS,@1985,Saurel,Jaques,,
Sautet,WCMD,ClS,@1960-1992,Sautet,Claude,1924,
Sauvage,D,PiS,@1984,Sauvage,Pierre,,
P.Saville,D,PSv,@1999,Saville,Philip,19xx,19xx
V.Saville,PD,VrS,@1927-1955,Saville,Victor,1897,1979
Savin,D,TSa,@1990,Savin,Tom,,
Sayles,EWDCP,ISy,@1980-1991,Sayles,John,,
Scaraf,D,IrS,@1991,Scaraf,Irving,19xx,
Schaefer,WPD,GSc,@1954-1993,Schaefer,George,1920,199x
Schaeffer,AD,ESc,@1996,Schaeffer,Eric,19xx,199x
Shafer,D,DiS,@1996,Shafer,Dirk,19xx,199x
Schaffner,D,FJS,@1963-1982,Schaffner,Franklin J.,1920,
Schallerup,D,HgS,@1978,Schallerup,Henning,,
Schary,WPD,DSy,@1963,Schary,Dore,1905,1980
Schatzberg,D,JSb,@1970-1987,Schatzberg,Jerry,,
Schecter,P,,1991,Schecter,Alan,1966,
Scheerer,D,RSc,@1980,Scheerer,Robert,,
Scheinman,D,ASm,@1994,Scheinman,Andrew,19xx,
Schell,AD,MxS,@1979,Schell,Maximilian,19xx,
Schenck,P,,@1972,Schenck,Aubrey,,
Schenkel,D,CaS,@1993,Schenkel,Carl,,
Schepisi,D,FSc,@1970-1993,Schepisi,Fred,,
Schertzinger,DCM,ViS,@1917-1942,Schertzinger,Victor,1880,1941
Schiffer,D,PaS,@1970,Schiffer,Pàl,,
Schiller,D,LSc,@1980,Schiller,Lawrence,,
Schlamme,D,ThS,@1993,Schlamme,Thomas,19xx,
Schlaich,D,FSl,@1996,Schlaich,Frieder,,
Schlesinger,D,IS,@1960-1988,Schlesinger,John,1926,
Schlingensief,D,CSc,@1990,Schlingensief,Christoph,,
Schlondorff,D,VoS,@1966-1990,Schlöndorff,Volker,1939,
Schmoeller,D,DSc,@1982,Schmoeller,David,,
Schnabel,D,JuS,@1996,Schnabel,Julian,,
Schnitzer,CD,GSz,@1958,Schnitzer,Gerry,,
Schoedsack,CD,EBS,@1926-1949,Schoedsack,Ernest B.,1893,
Schonemann,D,SiS,@1985,Schönemann,Sibylle,19bb,
Schoenfeld,W,,1957,Schoenfeld,Bernard C.,,
Schomburgk,DWPA,HHS,@1913-1956,Schomburgk,Hans Hermann,1880,1967
Schrader,WD,PSc,@1978-1992,Schraeder,Paul,1946,
Schroeder,DP,BSc,@1987-1990,Schroeder,Barbet,1942,
Schulman,TSm,"D,W",@1997,Schulman,Tom,19xx,1997
Schultz,D,MSz,@1976-1991,Schultz,Michael,,
Schulz,D,BSz,@1982,Schulz,Bob,19xx,
Schumacher,D,JoS,@1989-1997,Schumacher,Joel,,
Schunzel,DA,RhS,@1919-1941,Schunzel,Reinhold,1886,1954
Schuster,HSc,D,@1943-1955,Schuster,Harold,,
Schwab,D,LSw,@1930,Schwab,Laurence,,
Schwartz,D,SfS,@1998,Schwartz,Stefan,,
Schwarz,D,HnS,@1929,Schwarz,Hanns,19xx,
Scola,WD,EtS,@1954-1982,Scola,Ettore,1931,
Scorsese,DA,MS,@1970-,Scorsese,Martin,1942,
Scotese,D,xSc,@1952,Scotese,gn,,
C.Scott,D,CyS,@1992,Scott,Cynthia,,
G.C.Scott,AD,GCS,@1972,Scott,George C.,,
O.Scott,D,OzS,@1981,Scott,Oz,,
R.Scott,DP,RS,@1978-1991,Scott,Ridley,,
T.Scott,D,ToS,@1983,Scott,Tony,,
Seagal,AD,SSl,@1994,Seagal,Steven,19xx,
Seastrom,AD,VSj,@1916-1936,Sjostrom,Victor,1879,1960
Seaton,WDP,GS,@1945-1973,Stenius,George,1911,1979
John Seale,C,,1993,Seale,John,,
Sedgwick,D,EdS,@1921-1950,Sedgwick,Edward M.,1893,1974
A.Segal,D,ASe,@1963,Segal,Alex,,
B.Segal,D,BSe,@1981,Segal,Boris,,
P.Segal,D,PSe,@1994,Segal,Peter,,
Segall,D,SSg,@1970,Segall,Stuart,,
Seidelman,D,SuS,@1982-1994,Seidelman,Susan,,
Seiden,D,JpS,@1949,Seiden,Joseph,,
Seiler,D,LwS,@1928-1958,Seiler,Lewis,1891,1964
Seiter,D,WAS,@1918-1954,Seiter,William A.,1891,1964
Seitz,WDA,GBS,@1913-1960,Seitz,George B.,1888,1944
J.F.Seitz,C,,1921-1960,Seitz,John F.,1893,1979
Sekely,D,SSe,@1963,Sekely,Steve,,
Selander,D,LeS,@1936-1967,Selander,Lesley,1900,1979
Selick,D,HyS,@1993,Selick,Henry,19xx,
Selim,D,xSe,@1942,Selim,xfn,,
Seltzer,D,xSz,@1988,Seltzer,xfn,,
Selznick,PW,,,Selznick,David O.,1902,1965
Sembene,WD,OuS,@1969-1992,Sembène,Ousman,,
Sena,D,DmS,@1993,Sena,Dominic,19xx,
Mack Sennett,PDW,MSe,@1912-1920,Sinnott,Michael,1880,1960
Serafian,D,DeS,@1994,Serafian,Deran,19xx,
Serena,DA,GuS,@1915,Serena,Gustavo,19xx,
Seria,D,JlS,@1977,Seria,Joel,,
Serreau,WADE,CSe,@1973-1990,Serreau,Coline,,
Setbon,WD,PhS,@1990,Setbon,Philip,,
Sevcikova,D,JxS,@1992,Sevcikova,Jana,19xx,
Sewell,D,VeS,@1953-1968,Sewell,Vernon,,
Seymour,WD,JSy,@1994,Seymour,Jeff,19xx,
Sgarro,D,NSg,@1975,Sgarro,Nicholas,,
Shadyac,D,TSy,@1997-1999,Shadyac,Tom,,199x
A.Shaffer,WB,,1971-1980,Shaffer,Anthony,1926,
P.Shaffer,B,,,Shaffer,Peter,1926,
Shah,D,KSh,@1976,Shah,Krishna,,
Shaknazarov,D,KSk,@1989,Shaknazarov,Karen,,
Sharma,D,ASS,@1990,Sharma,Aribam Syam,19xx,
Sharman,WD,JiS,@1975,Sharman,Jim,19xx,
Shane,WD,MxS,@1946-1955,Shane,Maxwell,1905,1983
Shanley,WD,IPS,@1990,Shanley,John Patrick,,
A.Shapiro,D,ASh,@1993,Shapiro,Alan,,
K.Shapiro,D,KeS,@1981,Shapiro,Ken,,
D.Sharp,D,DoS,@1959-1965,Sharp,Don,,
Sharpsteen,D,BSh,@1941,Sharpsteen,Dumbo,,
I.Sharp,D,IaS,@1982,Sharp,Ian,,
Shatner,AD,WSh,@1989,Shatner,William,19bb,
Shavelson,WDP,MvS,@1956-1966,Shavelson,Melville,1917,1995
Shear,D,BrS,@1967-1977,Shear,Barry,1923,1979
Shebib,D,DSh,@1981,Shebib,Donald,,
Shainberg,D,SSb,@1998,Shainberg,Steven,,
J.Sheldon,D,JSn,@1963,Sheldon,James,,
S.Sheldon,WBD,SSn,"@1953, 1947-1992",Sheldon,Sidney,1918,
Sid Sheinberg,P,,1960-1993,Sheinberg,Sid,19xx,
Shelton,WD,RSh,@1988-1994,Shelton,Ron,,
Sheppard,AWD,SSR,@1988,Rogers,Samuel Sheppard,1943,
Shepard,D,RSd,@1992,Shepard,Richard,,
Sher,D,JSq,@1960,Sher,Jack,,
Sheridan,WD,JSh,@1989,Sheridan,Jim,,
G.A.Sherman,D,GAS,@1982,Sherman,Gary A.,,
G.Sherman,DP,GeS,@1937-1971,Sherman,George,1908,
L.Sherman,D,LoS,@1933-1934,Sherman,Lowell,,
V.Sherman,D,VSh,@1942-1943,Sherman,Vincent,,
Shields,D,FSh,@1984,Shields,Frank,,
Randy Shilts,W,,1993,Shilts,Randy,1953,
Shindo,D,KaS,@1953-1967,Shindo,Kaneta,1912,
Sholder,D,JSo,@1982-1985,Sholder,Jack,,
Shisgal,D,MSh,@1990,Shisgal,Murray,,199x
Sholem,D,LSm,@1949-1954,Sholem,Lee,,
Shonteff,WD,LiS,@1965,Shonteff,Lindsay,,199x
Shore,D,SSh,@1985,Shore,Sig,,
Shores,D,LSh,@1940,Shores,Lynn,,
Shumlin,D,HSh,@1943-1945,Shumlin,Herman,,
Shyer,D,ChS,@1984-1994,Shyer,Charles,,
Sideman,D,AdS,@1994,Sideman,Adi,19xx,
Sidney,D,GSy,@1941-1967,Sidney,George,1911,
D.Siegel,VDP,DS,@1945-1980,Siegel,C.Don,1912,1991
M.Siegel,P,,@1930,Siegel,Max,,
S.C.Siegel,P,,@1915,Siegel,Sol C.,,
Signorelli,D,JsS,@1983,Signorelli,James,,
Silberg,D,JSe,@1984,Silberg,Joel,,
Siliphant,WD,SSi,@1957-1958,Siliphant,Sterling,,
A.Silver,W,,@1991,Silver,Amanda,1964,
D.Silver,PD,DSv,@1979,Silver,Dina,,
J.M.Silver,D,JMS,@1974-1986,Silver,Joan Micklin,1935,
J.Silver,P,,1991,Silver,Joel,,
M.Silver,D,MSv,@1979,Silver,Marissa,,
R.Silver,PD,RSv,@1993,Silver,Ron,,
R.D.Silver,PD,RDS,@1979,Silver,Ralph D.,,
S.Silver,D,SSv,@1997,Silver,Scott,,
Silverstein,D,ElS,@1962-1977,Silverstein,Elliott,1927,
F.Simon,D,FrS,@1977,Simon,Francis,,
N.Simon,WPBD,NSi,@1974,Simon,Neil,,
R.Simon,D,RSm,@1991,Simon,Rainer,,
S.Simon,DP,SSS,@1937-1949,Simon,S.Sylvan,1910,1951
Simonelli,D,GSm,@1943,Simonelli,Giorgio C.,19xx,
Sin,D,SpS,@1998,Sin,Stephen,,
Sinclair,D,RBS,@1938-1948,Sinclair,Robert B.,1905,1970
Don Simpson,P,,1983-1996,Simpson,Don,,1995
A.Singer,D,AxS,@1961,Singer,Alexander,,
B.Singer,D,ByS,@1991,Singer,Bryan,,
G.Singer,D,GSr,@1992,Singer,Gail,,
J.Singleton,DW,ISn,@1991,Singleton,John,1968,
R.S.Singleton,D,RSS,@1990,Singleton,Ralph S.,,
Sinisi,AD,GSi,@1992,Sinisi,Gary,,
Sinyor,D,GSn,@1999,Sinyor,Gary,,
C.Siodmak,WBDP,CSi,@1951-1957,Siodmak,Curt,,
R.Siodmak,D,RSi,@1929-1967,Siodmak,Robert,1900,1973
Sirk,D,DSk,@1934-1959,Sierck,Detlef (Douglas),1900,
Sisk,P,,1950,Sisk,Robert,,
Sitaris,D,ASi,@1991,Sitaris,Andy,,
Sjoberg,D,ASj,@1942-1966,Sjöberg,Alf,1903,1980
Skirball,P,,,Skirball,Jack H.,1896,
Skjoldbjaerg,D,ESk,@1998,Skjoldbjaerg,Eric,,
Skolimowski,ADW,JSk,@1966-1985,Skolimowski,Jerzy,1938,
Skoog,D,SSk,@1998,Skoog,Susan,,
Slatzer,D,RSl,@1971,Slatzer,Robert,,
Sloane,D,PSl,@1925,Sloane,Paul,,
Sloman,D,ESl,@1925-1934,Sloman,Edward,,
Sluizer,D,GSl,@1990-1993,Sluizer,George,,
Small,P,,,Small,Edward,1891,1977
Smallwood,D,RCS,@1921,Smallwood,Ray C.,,
Smight,D,JaS,@1963-1980,Smight,Jack,1926,
Bernard Smith,PE,,@1960-1969,Smith,Bernard,1905,
B.Smith,D,BSm,@1992,Smith,Bruce,,
Bud.Smith,D,BuS,@1987,Smith,Bud,19xx,19yy
C.Smith,D,CSm,@1997,Smith,Clive,,
D.Smith,D,DSm,@1960,Smith,David,,
H.Smith,D,HSm,@1972,Smith,Howard,,
J.Smith,D,JSm,@1985,Smith,Jack,,
J.N.Smith,WD,INS,@1993,Smith,John,,
K.Smith,WD,KSm,@1995-1999,Smith,Kevin,19xx,
M.Smith,D,MSm,@1990,Smith,Mel,,
N.Smith,D,NSm,@1940,Smith,Noel,,
Alan Smithee,DPWA,aAS,@1955-1996,Anonymous,pseudonym,,
Snow,D,MSn,@1967,Snow,Michael,,
Snyder,D,RSn,@1951-1989,Snyder,Robert,,
Soavi,D,MSo,@1989-1990,Soavi,Michele,,199x
Soderbergh,D,StS,@1989-1993,Soderbergh,Steven,1964,
Soffici,D,MSf,@1945,Soffici,Mario,,
Softley,D,IiS,@1991-1996,Softley,Ian,19xx,
Sokurov,D,ASv,@1999,Sokurov,Alexander,19xx,19yy
Solanas,D,FeS,@1968,Solanas,Fernando E.,,
Sole,D,ASo,@1977,Sole,Alfred,,
Solondz,WDA,TSz,@1989-1998,Solondz,Todd,,
