FilmRef,Film_Nom,Film_Ann,FR_nom,FP_nom,FS_nom,Process,Categorie,F_Rcp
GeQ10,National Lampoon's Loaded Weapon 1,1992,D:Quintano,PN:,St:NewLine,col,Comédie,
GGh5,Paar,1992,D:Ghose,PN:,SU:,prc,Drame,aw
GMK10,Playboys,1992,D:MacKinnon,PN:,SU:,prc,Drame,aw
GSa10,Mediterraneo,1992,D:Salvatores,PN:,SU:,col,Drame,AA
GSi10,Of Mice and Men,1992,D:Sinisi,"PN:Russ Smith, Gary Sinisi",St:MGM,col,Drame,aw
GSr10,Wisecracks,1992,D:G.Singer,PN:,SU:,prc,Comédie,aw
HaK10,Return to the Promised Land,1992,D:Katchatrian,PN:,SU:,prc,Drame,aw
HCn10,Hunger,1992,D:Carlsen,PN:,SU:,prc,Drame,aw
HDl10,Schtonk,1992,D:Dietl,PN:,St:Bavaria,col,Comédie,aw
HSa10,Krieg-Verwaltigungen-Kinder,1992,D:Sander,PN:,St:Bremer Institute,"col,bnw",Documentaire,aw
HwF10,The Public Eye,1992,D:H.Franklin,PN:,SU:,prc,Documentaire,aw
HWY10,Five Girls and a Rope,1992,D:Yeh,PN:,SL:Taiwan,prc,Drame,aw
IdO10,Samba Traore,1992,D:Ouedraogo,PN:,SU:,prc,Drame,aw
IEy10,Project Shadowchaser,1992,D:Eyres,"PN:Geoff Griffiths, Eyres",St:EGM,col,SciFi,aw
IKe1,Kyodai Makes the Big Time,1992,D:Kerkhof,PU:,SU:,prc,Drame,
ILs10,The Chameleons,1992,D:Leslie,P:Leslie,St:VGA,col,Porn,aw
IMu10,Aladdin,1992,D:Musker,"PN:Musker, Ron Clements","St:Disney , SD:Buena Vista",col,Animation,aw
JAx10,Sex Symphony,1992,D:Alexander,P:Alexander,St:VGA,col,Porn,aw
JCB10,Celine,1992,D:Brisseau,PN:,SU:,prc,Drame,aw
JDs10,Daughters of the Dust,1992,D:Dash,PN:,SU:,prc,Drame,aw
JeC10,Benny and Joon,1992,D:Chechik,"PN:Susan Arnold, Donna Roth",St:MGM,DeLuxe,Romance,aw
JRi10,L'Etat des Lieux,1992,D:JGd2,PU:,SU:,prc,Drame,
JFs10,Cross my Heart,1992,D:Fansten,PN:,SU:,prc,Drame,aw
JGd10,De terre et de sang,1992,D:Goddard,PN:,St:TF2,TV,Historique,aw
JoM10,Proof,1992,D:Moorhouse,PN:Linda House,St:Fine Line Features,col,"Comédie, Drame",aw
JOx10,Thank You and Goodnight,1992,D:Oxenberg,PN:,SU:,prc,"Comédie, Fantasy, Biopic",aw
JxS10,Piemule,1992,D:Sevcikova,PN:,SU:,prc,Drame,aw
JxS12,Jakub,1992,D:Sevcikova,PN:,SU:,prc,Drame,aw
KCm10,Bangkok Hilton,1992,D:K.Cameron,PN:,SU:,TV,Drame,aw
KeG10,A Midnight Clear,1992,D:K.Gordon,PN:,SU:,col,Drame,aw
KOr1,Newsies,1992,D:Ortega,PN:,St:Disney,col,Musicale,aw
KSt10,Rain Killer,1992,D:K.Stein,PN:Rodman Flender,St:Calfilm,col,Action,aw
LNg10,Gito the Ungrateful,1992,D:Ngabo,PN:,SU:,prc,Drame,aw
LuC10,The Inland Sea,1992,D:Carra,"PN:Carra, M.Cotnoir",St:Voyager,col,Documentaire,aw
MkP1,Afraid of the Dark,1992,D:M.Peploe,PN:,SU:,prc,Horreur,aw
MkG10,Sleepwalker,1992,D:Garris,PN:,SU:,col,Horreur,aw
MLs10,House of Cards,1992,D:Lessac,"PN:Dale Pollock, Lianne Halfon, Wolfgang Glattes","St:, SD:Miramax",col,Drame,aw
MMz10,The Fall Guy,1992,D:Mitz,PN:Vittoria Principal,St:Globus,col,Drame,aw
MNv10,Danzon,1992,D:Novaro,PN:,SU:,prc,Romance,aw
MSw10,Children of the Dark,1992,D:Switzer,PN:Richard L. OConnor,SU:,col,Drame,aw
MwB10,Cremaster 5,1992,D:Barney,PU:,SU:,prc,Art Video,
NcC10,Claire of the Moon,1992,D:Conn,PN:,SU:,prc,Porn,aw
NJi10,The Waterdance,1992,D:Jimenez,PN:,SU:,prc,Biopic,aw
NlM10,Pain of Love,1992,D:Malmros,PN:Per Holst,"SL:Da, Pathe",col,Romance,aw
NoE1,This is my Life,1992,D:N.Ephron,P:Obst,St:Fox,DeLuxe,Romance,aw
NSv10,Household Saints,1992,D:Svoboda,PN:,SU:,prc,Drame,aw
PCh10,Hear My Song,1992,D:Chelsom,PN:,SU:,prc,Musicale,aw
PmR1,Miss Beatty's Children,1992,D:Rooks,PN:,St:National Film Development Corp.,col,Drame,aw
QTa1,Reservoir Dogs,1992,D:Tarantino,PN:,S:Miramax,col,"Action, Drama, Crime, Policier",aw
RBx10,Man Bites Dog,1992,D:Belvaux,PN:,SU:,bnw,Action,aw
RiS10,"You, Me, and Marley",1992,D:Spence,PN:Chris Parr,St:BBC,col,"Documentaire, Drame",aw
RlE10,Universal Soldier,1992,D:Emmerich,PN:,St:Tristar,col,Action,aw
RMg5,Kumu Hula,1992,D:Mugge,PU:,SU:,col,"Musicale, Documentaire",aw
RMc10,Night Eyes II,1992,D:R.MacDonald,PN:Ashok Amitrai,SU:,col,"Action, Drama, Crime, Policier",aw
RMg10,Deep Blues,1992,D:Mugge,PN:Dave A. Stewart,SU:,col,"Musicale, Documentaire",aw
RrB10,Johnny Stecchino,1992,D:Benigni,PN:,SU:,prc,Comédie,aw
RSd10,The Linguini Incident,1992,D:Shepard,PN:,SU:,prc,Drame,aw
RTa5,Freddy's Dead: The Final Nightmare,1992,D:Talalay,PN:,SU:,col,Horreur,
RtM10,Requiem pour un Beau Sanscoeur,1992,D:Morin,PN:,SU:,prc,Drame,aw
SGy5,Paris Trout,1992,D:Gyllenhaal,PN:,SU:,col,Drame,aw
SGy10,Waterland,1992,D:Gyllenhaal,PN:,SU:,col,Drame,aw
SHD10,Only The Brave,1992,D:Dolz,PN:Kees Ryninks,St:Scorpio,col,Documentaire,aw
SoW1,Acting It Out,1992,D:Wartman,PN:,SU:,col,Comédie,aw
SvA10,South Central,1992,D:S.Anderson,"PN:Oliver Stone, Janet Yang, William B. Sreakley",SU:,prc,Drame,aw
SvN10,The Ox,1992,D:Nykvist,PN:,SU:,prc,Drame,aw
THk10,None but the Lonely,1992,D:Hanks,PN:,SU:,prc,Drame,aw
TDe10,The Bet,1992,D:T.Demme,PN:,SU:,col,"Comédie, Drame",aw
ToK1,Swoon,1992,D:Kalin,PN:,SU:,col,"Action, Drama, Crime, Policier, Biopic",
TRb10,Bob Roberts,1992,D:T.Robbins,PN:,SU:,col,Drame,aw
TVe10,Denial,1992,D:Verheul,PN:,SU:,prc,Drame,aw
VAr10,Lovers,1992,D:Aranda,PN:,SU:,prc,Romance,aw
VCy5,Daisies,1992,D:Chytilova,PN:,SU:,colc,Drame,aw
VCy10,The Inheritance,1992,D:Chytilova,PN:Jiri Jezek,St:Space Film,colc,Comédie,aw
VyK10,Adam's Rib,1992,D:Krishtofovich,PN:,SU:,prc,Drame,aw
xNa10,Killer Instinct,1992,D:Napier,PN:,St:Paramount,FotoKem,Horreur,aw
VGl10,Der Brocken,1992,D:Glowna,PN:,"St:Ecco fIlm, NDR",col,Comédie,aw
YiA10,Passages,1992,D:Arslan,PN:,SU:,prc,Drame,aw
Z9210,Beyond Justice,1992,D:UnYear92,PN:,SU:,col,Drame,aw
Z9220,Shining Through,1992,D:UnYear92,PN:,St:HBO,col,"Drame, Aventure",aw
Z9230,L.A. Goddess,1992,D:UnYear92,PN:,SU:,prc,"Drame, Porn",aw
Z9240,Frankenstein Conquers the World,1992,D:UnYear92,PN:,SL:Japan,col,Fantasy,aw
Z9250,In the Line of Duty: Siege at Marion,1992,D:UnYear92,PN:Patchett Kaufman,SU:,col,"Documentaire, Drame",aw
Z9260,School Ties,1992,D:UnYear92,PU:,SU:,col,Drame,aw
Z9270,The Rating Game,1992,D:UnYear92,PU:,SU:,prc,Drame,
AnL5,Pushing Heads,1992,D:A.Lee,PU:,SU:,col,Drame,aw
NNo16,A Mother's Justice,1991,D:N.Nosseck,PU:,SU:,TV,Drame,aw
WWn300,The Republic Story,1991,D:Witney,PN:,"St:AMC, Republic","bnw, col",Documentaire,aw
TBs52,Los Bordeles de Paprika,1991,D:Brass,PN:,SU:,prc,Porn,aw
AkK30,Rhapsody in August,1991,D:Kurosawa,PN:,St:Shochiku,,Drame,
PHy29,The Star Chamber,1991,D:Hyams,PN:Frank Yablans,St:Fox,col,"Action, Drama, Crime, Policier",aw
LGt45,Stepping Out,1991,D:L.Gilbert,PN:,SU:,,"Musicale, Comédie",
ShI52,Pigs and Battleships,1991,D:Imamura,PU:,SU:,bnw,Drame,
AWj48,Hamlet IV,1991,D:Wajda,PN:,SU:,TV,Drame,
BE45,Switch,1991,D:B.Edwards,PN:,St:U.A.,col,Comédie,
JqR50,La Belle Noiseuse,1991,D:Rivette,PN:,SU:,prc,Drame,aw
IFr40,Year of the Gun,1991,D:Frankenheimer,PN:Edward Pressman,SU:,col,Action,[27]
RMu50,The Man in the Moon,1991,D:Mulligan,PN:,St:MGM-U.A.,col,Romance,
SL53,The Maid,1991,D:Lumet,PN:,St:Jaguar,col,Romance,
SS21,Hook,1991,D:Spielberg,"PN:Kathleen Kennedy, F.Marshall, Geral A. Molen",St:Tristar,col,Fantasy,aw
IrK27,Robocop III,1991,D:Kershner,PN:,SU:,col,Action,
JLG57,Germany Year 90 Nine Zero,1991,D:Godard,PN:,SU:,prc,Drame,aw
NKp40,Plaisir D'Amour,1991,D:N.Kaplan,PN:,SU:,prc,Romance,aw
ILa50,Oscar,1991,D:Landis,PN:,SU:,,Comédie,
ILa55,Coming to America,1991,D:Landis,"PN:Wachs, Lipsky",St:Paramount,Tcol,Comédie,"kingdom, Africa; Queens, NY"
NJ30,Other People's Money,1991,D:Jewison,P:Jewison,St:Warners,col,Comédie,
NJ34,A Soldier's Story,1991,D:Jewison,PN:,SU:,col,Drame,
KRu30,Whore,1991,D:Russel,PN:,SU:,prc,Drame,
KRu32,Prisoner of Honor,1991,D:Russel,"PN:Judith Rutherford James, Richard Dreyfuss",St:HBO,TV,Historique,
KLo43,RiffRaff,1991,D:Loach,PN:,St:Fine Line Features,col,Comédie,
JNe25,In the Heat of Royal Love,1991,D:Nemec,PN:,SU:,prc,Drame,aw
MN22,Regarding Henry,1991,D:M.Nichols,PN:,St:Paramount,col,Drame,aw
VoS42,Voyager,1991,D:Schlondorff,PN:,SU:,col,Romance,
WH30,Schrei aus Stein,1991,D:Herzog,PN:,St:Sera-Molecule-Stock,col,Aventure,aw
MB20,Life Stinks,1991,D:Mel Brooks,PN:,SU:,prc,Comédie,aw
MRy19,For the Boys,1991,D:Rydell,PN:,SU:,col,"Biopic, Musicale",aw
DaA18,Two Evil Eyes,1991,D:Argento,PN:,SU:,prc,Horreur,aw
DCr22,Dead Ringers,1991,D:Cronenberg,PN:,SU:,col,"Suspense, Biopic",
DCr25,Naked Lunch,1991,D:Cronenberg,PN:,St:Fox,col,Fantasy,
MS26,Cape Fear,1991,D:Scorsese,PN:Barbara deFina,St:Universal,col,Suspense,
PM15,Scenes from a Mall,1991,D:Mazursky,"PN:Paul Simon, Mazursky",St:Touchstone,Tcol,"Comédie, Romance",
RBe12,Billy Bathgate,1991,D:Benton,PN:,St:Buena Vista,col,"Action, Drama, Crime, Policier",
TAn16,To meteora vima tou pelargou,1991,D:Angelopoulos,PN:,SU:,bnw,Drame,aw
HJ12,Eating,1991,D:Jaglom,PN:,St:Jagfilm,col,Comédie,
IBa20,The Hard Way,1991,D:Badham,PN:,SU:,col,"Action, Comédie",
MiL22,Life is Sweet,1991,D:Leigh,PN:,SU:,prc,"Romance, Comédie",aw
PMe32,Let Him Have It,1991,D:Medak,PN:,SU:,col,Action,
APa25,The Commitments,1991,D:A.Parker,PN:,SU:,,Musicale,
DaG10,What Ever Happend to Baby Jane?,1991,D:D.Greene,"PN:William Aldrich,",St:ABC,col,Suspense,
ICa20,Memoirs of an Invisible Man,1991,D:Carpenter,PN:B? Bodner,St:Regency,Tcol,Comédie,aw
JDe23,The Silence of the Lambs,1991,D:J.Demme,"PN:Edward Saxon, Kenneth Hutte, Ron Salzman",SU:,col,Horreur,col
JMS12,Stepkids,1991,D:J.M.Silver,PN:,SU:,col,Drame,aw
TGi7,The Fisher King,1991,D:Gilliam,PN:,S:TriStar,col,Romance,
BrB21,Mister Johnson,1991,D:Beresford,PN:,SU:,col,Romance,
BrB22,Black Robe,1991,D:Beresford,PN:,SU:,col,Drame,
MLH20,The Object of Beauty,1991,D:LindsayHogg,PN:,SU:,col,Romance,aw
MSz25,Livin' Large!,1991,D:Schultz,PN:,SU:,prc,Comédie,aw
RHo22,Backdraft,1991,D:R.Howard,PN:,St:Universal,col,Action,
CSr25,"Ay, Carmela!",1991,D:Saura,PN:,SU:,prc,Drame,aw
JPR25,Cyrano de Bergerac,1991,D:Rappeneau,PN:,SU:,col,Aventure,aw
IdB16,Liller Tomatoes Eat France,1991,D:deBello,PU:,SU:,col,"Comédie, Horreur",aw
JCm5,The Terminator,1991,D:J.Cameron,P:G.A.Hurd,SU:,col,"SciFi, Action",aw
JCm20,Terminator 2,1991,D:J.Cameron,"PN:Mario Kassar,",St:Carolco,col,"Action, SciFi",aw
LBe10,La Femme Nikita,1991,D:Besson,PN:,St:Gaumont,Kodakcol,"Action, Suspense",aw
PSc30,The Comfort of Strangers,1991,D:Schrader,PN:Gianni Quaranta,SU:,col,Horreur,
ABr4,Defending Your Life,1991,D:A.Brooks,PN:,St:Warners,col,Comédie,aw
DDo20,"Happy Birthday, Torke!",1991,D:Dorrie,PN:,St:Cobra,col,"Suspense, Comédie",aw
ISy20,City of Hope,1991,D:Sayles,PN:,SU:,col,Drame,aw
JiA15,Hot Shots!,1991,D:J.Abrahams,PU:,SU:,col,"Action, Comédie",
JoS13,Dying Young,1991,D:Schumacher,PN:,St:Fox,col,Drame,aw
LuP30,The Oak,1991,D:Pintilie,PN:,SU:,prc,Fantasy,aw
PAl14,High Heels,1991,D:Almodovar,PN:Augustin Almodovar,St:Miramax,col,Comédie,
RLi20,All I want for Christmas,1991,D:Lieberman,PN:,SU:,col,Romance,
SfP6,Hotel Deutschland,1991,D:Stf.Paul,PN:,St:Arsenal,col,"Documentaire, Musicale",
SKw20,Full Moon in New York,1991,D:Kwan,PN:,SU:,prc,Drame,aw
SKw23,Actress,1991,D:Kwan,PN:,SU:,,Drame,aw lc
TaH15,Chuck Berry Hail! Hail! Rock 'n' Roll,1991,D:Hackford,PN:,SU:,,"Documentaire, Musicale",
THu30,Sylvester,1991,D:T.Hunter,PN:Martin Jurow,St:Columbia,col,"Romance, Western",
FRo20,K2,1991,D:Roddam,PN:,St:Paramount,Tcol,Documentaire,
OlS17,The Doors,1991,D:Ol.Stone,PN:,SU:,col,Biopic,
OlS18,JFK,1991,D:Ol.Stone,"PN:A. Kittman Ho, Ol.Stone","St:Regency, Warners",col,Biopic,AAN
RFr30,FX2 - The Deadly Art of Illusion,1991,D:R.Franklin,PN:,SU:,prc,Aventure,
ShH10,Leise Schatten,1991,D:Horman,PN:,St:Hager-Moss,col,Drame,aw
SMi10,Wild Hearts Can't Be Broken,1991,D:Miner,PN:Matt Williams,St:Buena Vista,col,Biopic,
WoP14,Shattered,1991,D:Petersen,PN:,SU:,,Drame,
BLe11,Bugsy,1991,D:B.Levinson,"PN:Mark Johnson, B.Levinson, Beatty",St:TriStar,col,"Romance, Comédie",AAN
CHa20,The Hand that Rocks the Cradle,1991,D:Hanson,PN:David Madden,SU:,col,Suspense,[27]
DSW15,King Ralph,1991,D:D.S.Ward,PN:,SU:,col,Comédie,
GyM22,Frankie and Johnny,1991,D:Gey.Marshall,P:Gey.Marshall,St:Paramount,col,Romance,
LaK15,Grand Canyon,1991,D:L.Kasdan,PN:,SU:,col,Noir,
BnG12,Sweet Poison,1991,D:B.Grant,PU:,SU:,col,Drame,aw
BnG13,Love Kills,1991,D:B.Grant,PU:,SU:,col,Suspense,aw
BSt5,Prince of Tides,1991,D:Streisand,"PN:Streisand, R.Andrews Lane",St:Columbia,col,Drame,AAN
FOz20,What About Bob?,1991,D:Oz,PN:,SU:,prc,"Comédie, Drame",aw
MaC8,Rambling Rose,1991,D:Coolidge,PN:,SU:,,Romance,aw
PGr16,Prospero's Books,1991,D:Greenaway,PN:,St:Miramax,col,Drame,
RMw10,Overexposed,1991,D:Markowitz,PN:Debra do Maio,St:ABC,CFIcol,Drame,aw
RPe20,The Long Walk Home,1991,D:Pearce,PU:,SU:,Tcol,Drame,
AvW10,Voyeur,1991,D:vanWarmerdam,PN:,SU:,prc,Drame,aw
AvW12,The Northerners,1991,D:vanWarmerdam,PN:,SU:,prc,Drame,aw
ChS20,Father of the Bride,1991,D:Shyer,PN:,St:Touchstone,col,Comédie,
IHu25,Curly Sue,1991,D:J.Hughes,P:J.Hughes,St:Warners,col,Romance,
JCi12,An Angel at my Table,1991,D:Campion,PN:,SU:,,Biopic,
JlC11,Barton Fink,1991,D:J.Coen,P:E.Coen,SU:,col,Drame,
JRu5,Sleeping With the Enemy,1991,D:J.Ruben,PN:Leonard Goldberg,SU:,col,"Romance, Suspense",aw
RhM30,Ricochet,1991,D:Mulcahy,PN:,SU:,col,Drame,
IsS10,Meeting Venus,1991,D:Szabo,PN:David Puttnam,St:Warners,col,Drame,aw
IsS11,"Sweet Emma, Dear Bobe",1991,D:Szabo,"PN:Lajos Ovari, Babriella Grosz",St:Objectiv,col,Drame,aw
JVm10,Stalingrad,1991,D:Vilsmaier,PN:,SU:,prc,"Documentaire, Drame",aw
KBg10,Point Break,1991,D:Bigelow,"P:J.Corman, Robert Levy, Pater Abrahams","St:Largo, Fox",col,Suspense,aw
KZs18,Leben für Leben Maximilian Kolbe,1991,D:Zanussi,PN:,St:Ifage,col,Drame,aw
bQs20,Anamorphosis,1991,D:Quay,PN:,SU:,car,Drame,aw
bQs23,The Comb,1991,D:Quay,PN:,SU:,car,Drame,aw
DBl15,An American Tail 2: Fievel Goes West,1991,D:Bluth,PU:,"St:Amblin, Universal",DeLuxe,Animation,
DBl16,Rock-A-Doodle,1991,D:Bluth,PU:,S:Goldwyn,col,Animation,aw
PFa10,Dutch,1991,D:Faiman,"PN:J.Hughes, Richard Rave",St:Fox,,Comédie,
SpJ5,Jungle Fever,1991,D:Spike Lee,P:Spike Lee,SU:,col,Comédie,
CCo4,Only the Lonely,1991,D:Columbus,P:J.Hughes,SU:,col,Romance,aw
DMa12,The Adventures of Charlie Chan,1991,D:Mamet,"PN:Gene Kirkwood, John Hyde",St:Warners,,Mystère,
DMa13,Homicide,1991,D:Mamet,PN:,SU:,col,Suspense,
LHa5,Once Around,1991,D:Hallstrom,PN:,SU:,col,"Romance, Comédie",
MzI15,Volare Volare,1991,D:Nichetti,PN:,St:NewLine,col,"Comédie, Animation",aw
NMv8,Cllose to Eden,1991,D:Mikhalkov,PN:,SU:,col,Drame,
PRz15,White Room,1991,D:Rozema,PN:,SU:,prc,Romance,
RHv10,Critters 4,1991,D:R.Harvey,"PN:Barry Oppen, Harvey",St:NewLine,FotoKem,SciFi,aw
ADv14,The Package,1991,D:A.Davis,PN:,SU:,prc,Action,aw
AgH10,"Europa, Europa",1991,D:A.Holland,"PN:Margaret Menegoz, Arthur Brauner",SU:,col,Drame,
GvS5,My Own Private Idaho,1991,D:vanSant,PN:,St:none,,Drame,
IMT15,Hunt for Red October,1991,D:McTiernan,PN:Marc Neufeld,St:Paramount,col,Action,
LvT10,Zentropa,1991,D:vonTrier,PN:,SU:,prc,Drame,aw
TAF10,Don't Call Me Frankie,1991,D:Fucci,PN:Sam Braslau,"St:S.K.,Sun",col,"Comédie, Noir",aw
Z1813,Out for Justice,1991,D:Unknown18,PN:,SU:,prc,Action,aw
DHL6,The Toymaker,1991,D:Little,PN:,SU:,col,Horreur,
DOR10,The Good Woman of Bangkok,1991,D:ORourke,PN:,SU:,col,Documentaire,aw
DvJ4,84 Charing Cross Road,1991,D:D.Jones,PN:,SU:,col,Drame,aw
JJo2,The Rocketeer,1991,D:Johnston,PN:,St:Buena Vista,col,"Aventure, SciFi",
JSh2,The Field,1991,D:Sheridan,PN:,SU:,,"Drame, Biopic",
KBr3,Dead Again,1991,D:Branagh,PN:,St:Paramount,"col,bnw",Comédie,
MNa10,Salaam Bombay!,1991,D:Nair,PN:,SU:,prc,Drame,GP
MCJ12,Doc Hollywood,1991,D:CatonJones,PN:,St:Warners,DeLuxe,Romance,
StS2,Kafka,1991,D:Soderbergh,PN:,St:Orion,col,Biopic,
THy10,Poison,1991,D:Haynes,PN:Christine Vachon,SU:,prc,Drame,aw
ASS10,The Chosen One (Shandou),1991,D:Sharma,PN:,St:NFDC,col,Drame,aw
HlH2,Trust,1991,D:Hartley,PN:,SU:,prc,Noir,aw
IMN12,"Sex, Drugs, Rock and Roll",1991,D:McNaughton,PN:,SU:,prc,Drame,aw
IsF10,Desert Kickboxer,1991,D:Florentine,PN:Wells,St:21st Century,DeLuxe,Action,aw
JGb7,Fugitive in Paris,1991,D:J.Gibbons,PN:,SU:,prc,Drame,aw
MiJ5,L.A. Story,1991,D:M.Jackson,"PN:Mario Kassar, Dan Melmick","St:Tristar, Carolco",col,Fantasy,
MYa15,Farewell to the Land,1991,D:Yanagimachi,PN:,SU:,prc,Drame,aw
PLe12,Le Mari de la Coiffeuse,1991,D:Leconte,PN:,St:Triton,col,Romance,
RGu15,Eréndira,1991,D:Guerra,PN:,SU:,prc,Drame,aw
RtG12,Karol Bardosh,1991,D:Rita Gam,PN:,SU:,prc,Biopic,aw
ACp10,Vito e gli Altri,1991,D:Capuano,PN:,SU:,prc,Drame,aw
AdD10,Ta Dona,1991,D:Drabo,PN:,SU:,prc,Drame,aw
ADz10,Zebrahead,1991,D:Drazan,"PN:Oliver Stone, Janet Yang",SU:,col,Drame,aw
ADz15,Imaginary Crimes,1991,D:Drazan,PN:,SU:,col,Drame,aw
AGl10,The Mambo Kings,1991,D:Glimcher,PN:,St:Regency,Tcol,Musicale,aw
AKe1,"Madonna, Truth or Dare",1991,D:Keshishian,PN:,St:Miramax,col,"Documentaire, Musicale",aw
AMi10,"Truly, Madly, Deeply",1991,D:Minghella,PN:Robert Coup,St:Goldwyn,col,"Comédie, Fantasy",aw
ASi10,Do or Die,1991,D:Sitaris,PN:Arlene Sitaris,SU:,col,Porn,aw
AxC10,Star Time,1991,D:Cassini,PN:,SU:,prc,Drame,aw
BDu2,A Rage in Harlem,1991,D:B.Duke,PN:,St:HBO,DeLuxe,Drame,aw
BMo10,The Puerto Rican Mambo (not a Musical),1991,D:Model,PN:,St:Cabriolet Films,prc,Documentaire,aw
BrR1,Outremer,1991,D:Rouan,PN:Paul E. Cohen,St:Aries,col,Romance,aw
BSo1,The Addams Family,1991,D:Sonnenveld,PN:Scott Rudin,St:Paramount,DeLuxe,"Comédie, Horreur",aw
ByS10,The Usual Suspects,1991,D:B.Singer,PU:,SU:,prc,Suspense,
CDN10,Body Talk,1991,D:Nube,PN:,SU:,prc,Drame,aw
CMe1,A World Apart,1991,D:Menges,PN:,SU:,prc,Drame,aw
CPc10,The Little Prince Said,1991,D:C.Pascal,PN:,SU:,prc,Drame,
DHr10,Deceived,1991,D:Dm.Harris,PN:,SU:,col,Drame,aw
DKl10,Future Kick,1991,D:Klaus,P:Corman,SU:,col,SciFi,aw
DMH10,House Party II,1991,D:McHenry,P:McHenry,St:NewLine,col,Comédie,aw
DMk10,1991: The Year Punk Broke,1991,D:D.Markey,PN:,SU:,prc,"Musicale, Documentaire",aw
DSu10,Feast of the Gods,1991,D:D.Sutherland,PN:,SU:,prc,Drame,aw
DZu12,The Naked Gun 2 1/2: The Smell of Fear,1991,D:D.Zucker,PN:Bob Weiss,"St:ZAZ,Paramount",Tcol,"Action, Comédie",aw
ECh10,The Quarrel,1991,D:E.Cohen,PN:,SU:,prc,Drame,aw
EDi10,Juice,1991,D:Dickerson,PN:,St:Paramount,col,Action,aw
EmB10,Brute Charm,1991,D:Breer,PN:,SU:,prc,Drame,aw
EdY10,A Summer for Love,1991,D:Yang,PU:,SU:,prc,Drame,
FDF10,Scissors,1991,D:DeFelitta,PU:,SU:,prc,Drame,[27]
FrG10,"Curse II, The Bite",1991,D:Goodwin,"PN:Ovdio GG. Assinitis, Kenichi Tominaga. Frederico Prorperi",SU:,col,Horreur,aw
FrH10,After Shock,1991,D:F.Harris,PN:Roy McAree,SU:,col,SciFi,
FWs10,Three Days To A Kill,1991,D:F.williamon,P:F.williamon,St:21st Century,col,Action,aw
FxB10,Hearts of Darkness,1991,D:Bahr,"PN:George Zaloom, Les Mayfield",St:Triton,col,Documentaire,aw
HrH1,Im Kreise der Lieben,1991,D:Huntgeburth,PN:,St:NDR,col,"Comédie, Noir",aw
HyS7,Slow Bob in the Third Dimension,1991,D:Selick,PN:,SU:,col,Drame,
IBl10,The Search for Signs of Intelligent Life in the Universe,1991,D:Bailey,PN:,SU:,prc,Drame,aw
IiS5,The Hours and Times,1991,D:Softley,PN:,SU:,prc,Musicale,aw
IrS10,In the Shadow of the Stars,1991,D:Scaraf,PN:,SU:,prc,Documentaire,AA
ISn1,Boyz N the Hood,1991,D:J.Singleton,PN:,SU:,col,Drame,AAN dir
IWk1,Guilty by Suspicion,1991,D:I.Winkler,PN:,SU:,prc,Drame,aw
JaR10,In Sog der Angst,1991,D:Ruzicka,PN:Manfred Dumick,SU:,col,Suspense,aw
JAv10,Fried Green Tomatoes,1991,D:Avnet,P:Avnet,St:Universal,col,Romance,aw
JBm10,The Room,1991,D:Balsmeyer,PN:,SU:,col,Drame,GP
JDr10,A Kiss Before Dying,1991,D:Dearden,PN:,SU:,prc,Horreur,aw
JeR10,The Marying Man,1991,D:Rees,PN:,SU:,prc,Comédie,aw
JiF10,Run of the House,1991,D:Felter,PN:,SU:,prc,Drame,aw
JLi10,Paris is Burning,1991,D:Livingston,PN:,SU:,col,Documentaire,aw
JoF1,Little Man Tate,1991,D:J.Foster,PN:,St:Orion,col,Drame,aw
JLp1,Impromptu,1991,D:Lapine,PN:,SU:,prc,Romance,aw
JoB10,Wildfeuer,1991,D:Baier,PN:,St:Bavaria,Fujicolor,"Biopic, Romance",aw
JSv10,Elementary School,1991,D:Sverak,PN:,SU:,prc,Drame,aw
JVa10,Hangin' with the Homeboys,1991,D:Vasquez,PU:,SU:,prc,Documentaire,
JVD5,Toto,1991,D:VanDormael,PN:,St:Real,prc,Drame,aw
KaA10,Shadow of a Doubt,1991,D:Arthur,PN:,St:Columbia,TV,Suspense,aw
KeR10,Robin Hood: Prince of Thieves,1991,D:K.Reynolds,"PN:Costner, Jim Wilson",St:Paramount,col,Drame,England
KeH10,Strictly Business,1991,D:Hooks,"PN:Andre Harrell, Pam Gibson",St:Warners,col,Comédie,aw
KuA10,Bounty Hunter,1991,D:K.Anderson,PN:Pierre David,SU:,col,Action,aw
LFZ1,Rush,1991,D:L.F.Zanuck,P:R.Zanuck,St:MGM,prc,Drame,aw
LSP10,"Sao Paulo, S.A.",1991,D:Person,PN:,SU:,prc,Drame,aw
MAD10,Paradise,1991,D:Donoghue,PN:,St:Buena Vista,col,Romance,aw
MiH10,Soapdish,1991,D:M.Hoffman,PN:,SU:,prc,Comédie,aw
MKb10,Mobsters,1991,D:Karbelnikoff,PN:,SU:,col,Action,aw
MKi10,Dangerous Toys,1991,D:Kitrosser,"PN:Richard N. Gladstein, Brian Yuzna",St:Still Silent Films,col,Horreur,aw
MKl10,Ostkreuz,1991,D:Klier,PN:,SU:,prc,Drame,aw
MoA10,Amazonia: Voices from the Rainforest,1991,D:Aguirre,PN:,St:Colossal,col,Documentaire,aw
MRP10,New Jack City,1991,D:MrVanPeebles,PN:,SU:,prc,Drame,aw
